dataset;query_id;query_type;strategy;k_eval;hit_at_k;mrr;chain_mrr;ndcg_at_k;relevant_rank;chain_rank;latency_clean_ms;latency_penalty_ms;latency_end_to_end_ms;diversity_docs;diversity_sections;retrieved_ids;index_id;chunk_size;chunk_overlap;relevance_method;similarity_top_k_dense;similarity_top_k_sparse;rrf_top_k_per_retriever;mmr_alpha;k_final;embed_model;llama_index_version
local_saia_docs;master_degrees;semantic;hybrid_rrf;8;1;1.0;1.0;0.8772153153380493;1;1;1055;200;1255;0.375;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;ects;semantic;hybrid_rrf;8;0;0.0;0.0;0.0;;;1122;200;1322;0.375;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;part_time;semantic;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;1114;200;1314;0.25;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Teilzeitstudium.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;english_level;semantic;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;1090;200;1290;0.125;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;ombuds;semantic;hybrid_rrf;8;1;0.16666666666666666;0.16666666666666666;0.41183384043543503;6;6;1052;200;1253;0.125;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung-Gute_wissenschaftliche_praxis.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;take_home;semantic;hybrid_rrf;8;1;1.0;1.0;0.9197207891481876;1;1;1057;200;1258;0.5;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;physik_study_goals_semantic;semantic;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;1038;201;1240;0.125;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_zfb_biologie_study_structure;semantic;hybrid_rrf;8;0;0.0;0.0;0.0;;;1169;200;1369;0.125;0.0;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;deadlines;multi-hop;hybrid_rrf;8;1;1.0;0.5;1.0;1;2;1010;201;1211;0.25;0.5;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine Zulassungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;thesis;multi-hop;hybrid_rrf;8;1;1.0;0.5;0.9550236580992475;1;2;1102;200;1302;0.25;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_bio_physik_bachelor_thesis_requirements;multi-hop;hybrid_rrf;8;1;0.3333333333333333;0.14285714285714285;0.5109559939712153;3;7;42061;3134;45195;0.5;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_lehramt_biologie_modules;multi-hop;hybrid_rrf;8;1;1.0;0.14285714285714285;0.9217868789962071;1;7;895;201;1096;0.375;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Professionalisierungsbereich_Lehramt.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Professionalisierungsbereich_Lehramt.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_zfb_physik_orientation_modules;multi-hop;hybrid_rrf;8;1;0.3333333333333333;0.3333333333333333;0.6182885020492784;3;3;940;200;1140;0.5;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Physik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;50;50;40;0.6;8;e5-mistral-7b-instruct;0.14.7
