dataset;query_id;query_type;strategy;k_eval;hit_at_k;mrr;chain_mrr;ndcg_at_k;relevant_rank;chain_rank;latency_clean_ms;latency_penalty_ms;latency_end_to_end_ms;diversity_docs;diversity_sections;retrieved_ids;index_id;chunk_size;chunk_overlap;relevance_method;similarity_top_k_dense;similarity_top_k_sparse;rrf_top_k_per_retriever;mmr_alpha;k_final;embed_model;llama_index_version
local_saia_docs;second_degree;semantic;dense;8;0;0.0;0.0;0.0;;;538;200;739;0.25;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine Zulassungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;master_degrees;semantic;dense;8;1;0.5;0.5;0.6309297535714575;2;2;552;200;753;0.375;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;ects;semantic;dense;8;1;0.5;0.5;0.6309297535714575;2;2;536;200;736;0.25;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;part_time;semantic;dense;8;1;1.0;1.0;1.0;1;1;580;200;780;0.25;0.5;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Teilzeitstudium.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;english_level;semantic;dense;8;1;1.0;1.0;1.0;1;1;505;200;705;0.125;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;ombuds;semantic;dense;8;0;0.0;0.0;0.0;;;17803;200;18004;0.125;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung-Gute_wissenschaftliche_praxis.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;take_home;semantic;dense;8;1;1.0;1.0;1.0;1;1;528;201;730;0.375;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;physik_study_goals_semantic;semantic;dense;8;1;1.0;1.0;1.0;1;1;518;200;719;0.125;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_zfb_biologie_study_structure;semantic;dense;8;0;0.0;0.0;0.0;;;1726;200;1927;0.125;0.0;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;deadlines;multi-hop;dense;8;1;1.0;0.5;1.0;1;2;976;201;1177;0.25;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine Zulassungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;thesis;multi-hop;dense;8;1;1.0;0.5;0.9469024295259745;1;2;983;200;1184;0.375;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_bio_physik_bachelor_thesis_requirements;multi-hop;dense;8;0;0.2;0.0;0.38685280723454163;5;;902;201;1104;0.5;0.625;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_lehramt_biologie_modules;multi-hop;dense;8;1;1.0;0.2;0.8756458727267334;1;5;1637;200;1838;0.375;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Professionalisierungsbereich_Lehramt.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Professionalisierungsbereich_Lehramt.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_zfb_physik_orientation_modules;multi-hop;dense;8;1;1.0;1.0;0.8838242945899706;1;1;907;201;1109;0.375;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Physik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;20;50;80;0.6;8;e5-mistral-7b-instruct;0.14.7
